Year/Month,SMA Pig Meat Price,WMA Pig Meat Price,EMA Pig Meat Price,Pig Meat Price (1 month before),Pig Meat Price (2 month before),Pig Meat Price (3 month before),Pig Meat Price
2013/04,1.0638903333333334,1.0696968333333334,1.0886619375,1.0862905,1.053929,1.0514515,1.1078335
2013/05,1.0826843333333331,1.0916684166666666,1.07747621875,1.1078335,1.0862905,1.053929,1.0662905
2013/06,1.0868048333333333,1.0834715,1.082404859375,1.0662905,1.1078335,1.0862905,1.0873335
2013/07,1.0871525,1.0837358333333333,1.1100734296875001,1.0873335,1.0662905,1.1078335,1.137742
2013/08,1.097122,1.1090305833333334,1.14914971484375,1.137742,1.0873335,1.0662905,1.188226
2013/09,1.1377671666666667,1.1545825833333334,1.1885748574218749,1.188226,1.137742,1.0873335,1.228
2013/10,1.1846560000000002,1.199699,1.1700939287109375,1.228,1.188226,1.137742,1.151613
2013/11,1.1892796666666667,1.1831775,1.1322304643554688,1.151613,1.228,1.188226,1.094367
2013/12,1.1579933333333334,1.1357211666666667,1.1139539821777344,1.094367,1.151613,1.228,1.0956775
2014/01,1.1138858333333335,1.1045632500000002,1.094315741088867,1.0956775,1.094367,1.151613,1.0746775
2014/02,1.0882406666666666,1.0849590833333334,1.0636578705444335,1.0746775,1.0956775,1.094367,1.033
2014/03,1.067785,1.0573387499999998,1.0368611852722167,1.033,1.0746775,1.0956775,1.0100645
2014/04,1.0392473333333332,1.0284785,1.0604305926361084,1.0100645,1.033,1.0746775,1.084
2014/05,1.0423548333333332,1.0508548333333334,1.0947312963180542,1.084,1.0100645,1.033,1.129032
2014/06,1.0743655,1.0941934166666667,1.133532398159027,1.129032,1.084,1.0100645,1.1723335
2014/07,1.1284551666666667,1.1431774166666668,1.1655564490795136,1.1723335,1.129032,1.084,1.1975805
2014/08,1.1663153333333334,1.1777400833333334,1.1704394745397568,1.1975805,1.1723335,1.129032,1.1753225
2014/09,1.1817455,1.1822436666666667,1.1364364872698784,1.1753225,1.1975805,1.1723335,1.1024335
2014/10,1.1584455,1.1425876666666668,1.0502342436349392,1.1024335,1.1753225,1.1975805,0.964032
2014/11,1.0805960000000001,1.0453809166666668,0.9941171218174696,0.964032,1.1024335,1.1753225,0.938
2014/12,1.0014885,0.9740829166666667,0.9602520609087348,0.938,0.964032,1.1024335,0.926387
2015/01,0.9428063333333333,0.9365321666666665,0.9340452804543674,0.926387,0.938,0.964032,0.9078385
2015/02,0.9240751666666666,0.91904825,0.9324511402271838,0.9078385,0.926387,0.938,0.930857
2015/03,0.9216941666666667,0.9224391666666666,0.9549835701135919,0.930857,0.9078385,0.926387,0.977516
2015/04,0.9387371666666667,0.9503500833333334,0.9680750350567959,0.977516,0.930857,0.9078385,0.9811665
2015/05,0.9631798333333333,0.9715647500000001,0.978279517528398,0.9811665,0.977516,0.930857,0.988484
2015/06,0.9823888333333334,0.9842168333333333,0.999973008764199,0.988484,0.9811665,0.977516,1.0216665
2015/07,0.9971056666666668,1.0038556666666667,1.0189865043820996,1.0216665,0.988484,0.9811665,1.038
2015/08,1.0160501666666668,1.0243028333333333,1.0161385021910498,1.038,1.0216665,0.988484,1.0132905
2015/09,1.024319,1.022923,0.991485751095525,1.0132905,1.038,1.0216665,0.966833
2015/10,1.0060411666666669,0.9941800000000001,0.9363881255477624,0.966833,1.0132905,1.038,0.8812905
2015/11,0.9538046666666666,0.9318046666666667,0.8721108127738812,0.8812905,0.966833,1.0132905,0.8078335000000001
2015/12,0.885319,0.8588190833333335,0.8200069063869406,0.8078335000000001,0.8812905,0.966833,0.767903
2016/01,0.819009,0.8001110833333334,0.7941969531934703,0.767903,0.8078335000000001,0.8812905,0.7683869999999999
2016/02,0.7813745000000001,0.7748000833333334,0.8657191432634017,0.7683869999999999,0.767903,0.8078335000000001,0.9372413333333331
2016/03,0.8245104444444443,0.8527334999999999,0.8942359049650342,0.9372413333333331,0.7683869999999999,0.767903,0.9227526666666668
