Year/Month,SMA Cheese Price,WMA Cheese Price,EMA Cheese Price,Cheese Price (1 month before),Cheese Price (2 month before),Cheese Price (3 month before),Cheese Price
2017/01,3.2707499999999996,3.3112338888888893,3.3376565038618358,3.37895,3.2972533333333334,3.136046666666666,3.412193333333333
2017/02,3.362798888888889,3.3819555555555554,3.3749249185975847,3.412193333333333,3.37895,3.2972533333333334,3.412193333333333
2017/03,3.4011122222222223,3.406652777777778,3.393559125965459,3.412193333333333,3.412193333333333,3.37895,3.412193333333333
2017/04,3.412193333333333,3.412193333333333,3.358671229649396,3.412193333333333,3.412193333333333,3.412193333333333,3.323783333333333
2017/05,3.3827233333333333,3.367988333333333,3.3494522814913648,3.323783333333333,3.412193333333333,3.412193333333333,3.3402333333333334
2017/06,3.3587366666666667,3.346743333333333,3.3763294740790153,3.3402333333333334,3.323783333333333,3.412193333333333,3.4032066666666663
2017/07,3.355741111111111,3.368978333333333,3.478418070372841,3.4032066666666663,3.3402333333333334,3.323783333333333,3.5805066666666665
2017/08,3.4413155555555552,3.4813611111111107,3.5428090351864205,3.5805066666666665,3.4032066666666663,3.3402333333333334,3.6072
2017/09,3.5303044444444445,3.564303333333333,3.6109778509265436,3.6072,3.5805066666666665,3.4032066666666663,3.6791466666666666
2017/10,3.6222844444444444,3.638724444444444,3.6418522587966056,3.6791466666666666,3.6072,3.5805066666666665,3.672726666666667
2017/11,3.6530244444444446,3.663945555555556,3.628636129398303,3.672726666666667,3.6791466666666666,3.6072,3.61542
2017/12,3.655764444444445,3.6451433333333334,3.559855564699151,3.61542,3.672726666666667,3.6791466666666666,3.491075
2018/01,3.5930738888888887,3.562798611111111,3.4517911156829086,3.491075,3.61542,3.672726666666667,3.3437266666666665
2018/02,3.483407222222222,3.4381249999999994,3.497415557841454,3.3437266666666665,3.491075,3.61542,3.54304
2018/03,3.4592805555555555,3.467941388888889,3.4003711122540605,3.54304,3.3437266666666665,3.491075,3.303326666666667
2018/04,3.396697777777778,3.389964444444445,3.393702222793697,3.303326666666667,3.54304,3.3437266666666665,3.3870333333333336
2018/05,3.4111333333333334,3.385132222222223,3.400724444730182,3.3870333333333336,3.303326666666667,3.54304,3.4077466666666667
2018/06,3.3660355555555554,3.383438888888889,3.407235555698424,3.4077466666666667,3.3870333333333336,3.303326666666667,3.4137466666666665
2018/07,3.4028422222222225,3.4072944444444446,3.4264444445158784,3.4137466666666665,3.4077466666666667,3.3870333333333336,3.445653333333333
2018/08,3.4223822222222218,3.4286999999999996,3.4759988889246056,3.445653333333333,3.4137466666666665,3.4077466666666667,3.5255533333333333
2018/09,3.461651111111111,3.4802855555555556,3.5171217777956363,3.5255533333333333,3.445653333333333,3.4137466666666665,3.558244666666667
2018/10,3.5098171111111114,3.528582333333334,3.534600888897818,3.558244666666667,3.5255533333333333,3.445653333333333,3.55208
2018/11,3.5452926666666666,3.5497137777777774,3.5397837777822425,3.55208,3.558244666666667,3.5255533333333333,3.544966666666667
2018/12,3.551763777777778,3.549550777777778,3.545941888891121,3.544966666666667,3.55208,3.558244666666667,3.5521
2019/01,3.5497155555555557,3.5497188888888886,3.543334277778894,3.5521,3.544966666666667,3.55208,3.5407266666666666
2019/02,3.545931111111111,3.5452244444444445,3.5173338055561136,3.5407266666666666,3.5521,3.544966666666667,3.4913333333333334
2019/03,3.5280533333333337,3.5179255555555557,3.505303569444723,3.4913333333333334,3.5407266666666666,3.5521,3.493273333333333
2019/04,3.5084444444444443,3.500535555555555,3.4907817847223614,3.493273333333333,3.4913333333333334,3.5407266666666666,3.47626
2019/05,3.4869555555555554,3.484443333333333,3.4865075590278476,3.47626,3.493273333333333,3.4913333333333334,3.4822333333333333
2019/06,3.483922222222222,3.4820822222222225,3.474295446180591,3.4822333333333333,3.47626,3.493273333333333,3.4620833333333336
2019/07,3.4735255555555558,3.471162777777778,3.4713377230902953,3.4620833333333336,3.4822333333333333,3.47626,3.46838
2019/08,3.470898888888889,3.4685900000000003,3.4794288615451476,3.46838,3.4620833333333336,3.4822333333333333,3.48752
2019/09,3.4726611111111114,3.476900555555556,3.4862377641059075,3.48752,3.46838,3.4620833333333336,3.493046666666667
2019/10,3.482982222222222,3.4870933333333336,3.4885655487196203,3.493046666666667,3.48752,3.46838,3.4908933333333336
2019/11,3.490486666666667,3.491048888888889,3.4948627743598104,3.4908933333333336,3.493046666666667,3.48752,3.50116
2019/12,3.4950333333333337,3.4963855555555554,3.5269147205132385,3.50116,3.4908933333333336,3.493046666666667,3.5589666666666666
2020/01,3.517006666666667,3.5283522222222223,3.557194026923286,3.5589666666666666,3.50116,3.4908933333333336,3.587473333333333
2020/02,3.5492000000000004,3.563585555555555,3.5723511801283094,3.587473333333333,3.5589666666666666,3.50116,3.587508333333333
2020/03,3.577982777777778,3.582739722222222,3.5870122567308216,3.587508333333333,3.587473333333333,3.5589666666666666,3.6016733333333337
2020/04,3.5922183333333333,3.594585,3.5510194616987443,3.6016733333333337,3.587508333333333,3.587473333333333,3.515026666666667
2020/05,3.5680694444444447,3.5559891666666665,3.5033330641827054,3.515026666666667,3.6016733333333337,3.587508333333333,3.4556466666666665
2020/06,3.524115555555556,3.4997777777777777,3.470789865424686,3.4556466666666665,3.515026666666667,3.6016733333333337,3.4382466666666667
2020/07,3.46964,3.4568433333333335,3.4734015993790095,3.4382466666666667,3.4556466666666665,3.515026666666667,3.476013333333333
2020/08,3.4566355555555552,3.4600299999999997,3.504337466356171,3.476013333333333,3.4382466666666667,3.4556466666666665,3.535273333333333
2020/09,3.4831777777777777,3.499348888888889,3.5244853998447523,3.535273333333333,3.476013333333333,3.4382466666666667,3.544633333333333
2020/10,3.5186399999999995,3.530076666666666,3.523562699922376,3.544633333333333,3.535273333333333,3.476013333333333,3.5226400000000004
2020/11,3.5341822222222223,3.5320766666666668,3.5436346832945214,3.5226400000000004,3.544633333333333,3.535273333333333,3.5637066666666666
2020/12,3.5436600000000005,3.546838888888889,3.548214008313927,3.5637066666666666,3.5226400000000004,3.544633333333333,3.552793333333333
