Year/Month,SMA Pig Meat Price,WMA Pig Meat Price,EMA Pig Meat Price,Pig Meat Price (1 month before),Pig Meat Price (2 month before),Pig Meat Price (3 month before),Pig Meat Price
2013/04,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466
2013/05,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466
2013/06,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466
2013/07,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466,1.135466
2013/08,1.135466,1.135466,1.137432,1.135466,1.135466,1.135466,1.139398
2013/09,1.1367766666666668,1.137432,1.1258487499999998,1.139398,1.135466,1.135466,1.1142655
2013/10,1.1297098333333333,1.1261764166666666,1.106032875,1.1142655,1.139398,1.135466,1.086217
2013/11,1.1132935,1.10443,1.0755601874999998,1.086217,1.1142655,1.139398,1.0450875
2013/12,1.0818566666666667,1.070327,1.2195315937499998,1.0450875,1.086217,1.1142655,1.363503
2014/01,1.164935833333333,1.2111501666666666,1.2818197968749998,1.363503,1.0450875,1.086217,1.344108
2014/02,1.2508995,1.30073625,1.2695605651041666,1.344108,1.363503,1.0450875,1.2573013333333334
2014/03,1.3216374444444445,1.3039371666666668,1.2442892825520833,1.2573013333333334,1.344108,1.363503,1.219018
2014/04,1.2734757777777779,1.2526274444444445,1.2533198079427081,1.219018,1.2573013333333334,1.344108,1.2623503333333332
2014/05,1.2462232222222223,1.2470647222222222,1.2716915706380205,1.2623503333333332,1.219018,1.2573013333333334,1.2900633333333331
2014/06,1.2571438888888888,1.2689847777777776,1.3040337853190103,1.2900633333333331,1.2623503333333332,1.219018,1.3363760000000002
2014/07,1.2962632222222223,1.3086008333333334,1.3135957259928386,1.3363760000000002,1.2900633333333331,1.2623503333333332,1.323157666666667
2014/08,1.3165323333333334,1.3220480555555556,1.3062868629964193,1.323157666666667,1.3363760000000002,1.2900633333333331,1.298978
2014/09,1.319503888888889,1.313270888888889,1.3021419314982094,1.298978,1.323157666666667,1.3363760000000002,1.2979969999999998
2014/10,1.3067108888888888,1.3025174444444445,1.2631046324157715,1.2979969999999998,1.298978,1.323157666666667,1.2240673333333334
2014/11,1.2736807777777777,1.2611956666666666,1.2353219828745523,1.2240673333333334,1.2979969999999998,1.298978,1.2075393333333333
2014/12,1.2432012222222222,1.2281249444444444,1.2285661581039427,1.2075393333333333,1.2240673333333334,1.2979969999999998,1.2218103333333332
2015/01,1.2178056666666668,1.2174295,1.1796190790519714,1.2218103333333332,1.2075393333333333,1.2240673333333334,1.130672
2015/02,1.1866738888888888,1.1738626666666667,1.137733872859319,1.130672,1.2218103333333332,1.2075393333333333,1.0958486666666667
2015/03,1.1494436666666665,1.1284500555555554,1.1284866030963263,1.0958486666666667,1.130672,1.2218103333333332,1.1192393333333337
2015/04,1.1152533333333334,1.113347888888889,1.12297296821483,1.1192393333333337,1.0958486666666667,1.130672,1.1174593333333334
2015/05,1.1108491111111114,1.114450888888889,1.1320031507740815,1.1174593333333334,1.1192393333333337,1.0958486666666667,1.1410333333333331
2015/06,1.1259106666666667,1.129543,1.143394575387041,1.1410333333333331,1.1174593333333334,1.1192393333333337,1.154786
2015/07,1.1377595555555555,1.1439806666666668,1.1415337876935205,1.154786,1.1410333333333331,1.1174593333333334,1.139673
2015/08,1.145164111111111,1.1449373888888887,1.1410150605134268,1.139673,1.154786,1.1410333333333331,1.1404963333333331
2015/09,1.144985111111111,1.1426034999999999,1.1552028635900466,1.1404963333333331,1.139673,1.154786,1.1693906666666667
2015/10,1.1498533333333334,1.1548062777777777,1.1447464317950233,1.1693906666666667,1.1404963333333331,1.139673,1.13429
2015/11,1.148059,1.147024611111111,1.1083170492308452,1.13429,1.1693906666666667,1.1404963333333331,1.0718876666666668
2015/12,1.1251894444444446,1.1089389444444444,1.0809610246154224,1.0718876666666668,1.13429,1.1693906666666667,1.053605
2016/01,1.0865942222222225,1.0731467222222222,1.051826512307711,1.053605,1.0718876666666668,1.13429,1.022692
2016/02,1.0493948888888889,1.041195611111111,1.0402325894871889,1.022692,1.053605,1.0718876666666668,1.0286386666666667
2016/03,1.0349785555555555,1.0308175,1.0287417947435944,1.0286386666666667,1.022692,1.053605,1.017251
2016/04,1.0228605555555557,1.0219537222222221,1.0280478973717972,1.017251,1.0286386666666667,1.022692,1.027354
2016/05,1.0244145555555555,1.0242004444444446,1.0587266153525652,1.027354,1.017251,1.0286386666666667,1.0894053333333331
2016/06,1.044670111111111,1.0566958333333332,1.1074164743429495,1.0894053333333331,1.027354,1.017251,1.1561063333333337
2016/07,1.0909552222222223,1.1124139444444445,1.1570689038381414,1.1561063333333337,1.0894053333333331,1.027354,1.206721333333333
2016/08,1.1507443333333331,1.170297,1.1891454519190707,1.206721333333333,1.1561063333333337,1.0894053333333331,1.221222
2016/09,1.1946832222222223,1.2055358333333333,1.2168850592928688,1.221222,1.206721333333333,1.1561063333333337,1.2446246666666667
2016/10,1.2241893333333334,1.2305065555555557,1.2102135296464342,1.2446246666666667,1.221222,1.206721333333333,1.203542
2016/11,1.2231295555555555,1.2201828888888888,1.1888949314898838,1.203542,1.2446246666666667,1.221222,1.167576333333333
2016/12,1.2052476666666665,1.1924062777777777,1.205021965744942,1.167576333333333,1.203542,1.2446246666666667,1.221149
2017/01,1.1974224444444443,1.2003569444444444,1.190472982872471,1.221149,1.167576333333333,1.203542,1.175924
2017/02,1.1882164444444445,1.189607722222222,1.190221158102902,1.175924,1.221149,1.167576333333333,1.1899693333333332
2017/03,1.1956807777777776,1.1904841666666666,1.2114924123847843,1.1899693333333332,1.175924,1.221149,1.2327636666666668
2017/04,1.1995523333333333,1.209025611111111,1.2695028728590587,1.2327636666666668,1.1899693333333332,1.175924,1.327513333333333
2017/05,1.2500821111111111,1.273006111111111,1.3341667697628627,1.327513333333333,1.2327636666666668,1.1899693333333332,1.3988306666666668
2017/06,1.3197025555555557,1.3473803888888891,1.3737585515480983,1.3988306666666668,1.327513333333333,1.2327636666666668,1.4133503333333337
2017/07,1.3798981111111113,1.394204277777778,1.3625172757740491,1.4133503333333337,1.3988306666666668,1.327513333333333,1.351276
2017/08,1.3878190000000004,1.3798932222222222,1.3389263045536912,1.351276,1.4133503333333337,1.3988306666666668,1.3153353333333333
