Year/Month,SMA Eggs Price,WMA Eggs Price,EMA Eggs Price,Eggs Price (1 month before),Eggs Price (2 month before),Eggs Price (3 month before),Eggs Price
2017/02,1.220019,1.2400591666666667,1.2308556029699607,1.246538,1.287222,1.126297,1.244136
2017/03,1.2592986666666668,1.2521176666666667,1.2549023014849803,1.244136,1.246538,1.287222,1.278949
2017/04,1.256541,1.2619428333333331,1.25147315074249,1.278949,1.244136,1.246538,1.248044
2017/05,1.2570430000000001,1.2576943333333332,1.1308070753712451,1.248044,1.278949,1.244136,1.010141
2017/06,1.1790446666666667,1.1342433333333333,1.0778975376856226,1.010141,1.248044,1.278949,1.024988
2017/07,1.0943910000000001,1.057215,1.0150417688428113,1.024988,1.010141,1.248044,0.952186
2017/08,0.9957716666666666,0.9861125,1.1181108844214056,0.952186,1.024988,1.010141,1.22118
2017/09,1.0661180000000001,1.0988166666666668,1.1981689422107027,1.22118,0.952186,1.024988,1.278227
2017/10,1.150531,1.2048711666666667,1.2609669711053515,1.278227,1.22118,0.952186,1.323765
2017/11,1.2743906666666664,1.2914881666666667,1.4737029855526758,1.323765,1.278227,1.22118,1.686439
2017/12,1.429477,1.4975123333333336,1.555199992776338,1.686439,1.323765,1.278227,1.636697
2018/01,1.548967,1.6011223333333333,1.507459996388169,1.636697,1.686439,1.323765,1.45972
2018/02,1.5942853333333333,1.5564988333333332,1.3530269981940846,1.45972,1.636697,1.686439,1.198594
2018/03,1.4316703333333332,1.3586531666666666,1.3202299990970423,1.198594,1.45972,1.636697,1.287433
2018/04,1.315249,1.2865345,1.2479614995485213,1.287433,1.198594,1.45972,1.175693
2018/05,1.2205733333333333,1.2167565,1.1030167497742607,1.175693,1.287433,1.198594,0.958072
2018/06,1.1403993333333333,1.0855058333333334,1.0891943748871302,0.958072,1.175693,1.287433,1.075372
2018/07,1.0697123333333334,1.0529921666666666,1.128773687443565,1.075372,0.958072,1.175693,1.168353
2018/08,1.0672656666666667,1.1023125,1.1480418437217825,1.168353,1.075372,0.958072,1.16731
2018/09,1.1370116666666668,1.1523346666666667,1.1628889218608913,1.16731,1.168353,1.075372,1.177736
2018/10,1.171133,1.1726968333333332,1.1504204609304458,1.177736,1.16731,1.168353,1.137952
2018/11,1.1609993333333335,1.1561063333333335,1.154857230465223,1.137952,1.177736,1.16731,1.159294
2018/12,1.1583273333333333,1.1552536666666666,1.1843816152326114,1.159294,1.137952,1.177736,1.213906
2019/01,1.170384,1.183043,1.1718803076163056,1.213906,1.159294,1.137952,1.159379
2019/02,1.1775263333333332,1.1775404999999999,1.1381276538081528,1.159379,1.213906,1.159294,1.104375
2019/03,1.1592200000000001,1.1409648333333333,1.1223823269040765,1.104375,1.159379,1.213906,1.106637
2019/04,1.1234636666666666,1.1146733333333334,1.1240076634520384,1.106637,1.104375,1.159379,1.125633
2019/05,1.1122150000000002,1.1157580000000002,1.0760703317260192,1.125633,1.106637,1.104375,1.028133
2019/06,1.0868010000000001,1.073717,1.0258646658630095,1.028133,1.125633,1.106637,0.975659
2019/07,1.0431416666666669,1.018146,1.0296583329315048,0.975659,1.028133,1.125633,1.033452
2019/08,1.0124146666666667,1.0133011666666667,1.0775096664657524,1.033452,0.975659,1.028133,1.125361
2019/09,1.044824,1.0697743333333334,1.1101603332328762,1.125361,1.033452,0.975659,1.142811
2019/10,1.1005413333333334,1.1187678333333333,1.114318666616438,1.142811,1.125361,1.033452,1.118477
2019/11,1.1288829999999999,1.1277356666666665,1.137178833308219,1.118477,1.142811,1.125361,1.160039
2019/12,1.1404423333333333,1.1433136666666666,1.1613489166541093,1.160039,1.118477,1.142811,1.185519
